"bin_id","assembly_id","hgca_id","cluster_ID","hms_id","completeness","contamination","strain_het","genome_length","contig_count","N50","mean_contig_length","longest_contig","GC","predicted_genes","gtdb_tax","meta_code","gyrB-BLI20_MT_001","gyrB-BLI20_MT_002","gyrB-BLI20_MT_003","gyrB-BLI20_MT_004","gyrB-BLI20_MT_005","gyrB-BLI20_MT_006","gyrB-BLI20_MT_007","gyrB-BLI20_MT_008","gyrB-BLI20_MT_009","gyrB-BLI20_MT_010","gyrB-BLI20_MT_011","gyrB-BLI20_MT_012","gyrB-BLI21_MT_001","gyrB-BLI21_MT_002","gyrB-BLI21_MT_003","gyrB-BLI21_MT_004","gyrB-BLI21_MT_005","gyrB-BLI21_MT_006","gyrB-BLI21_MT_007","gyrB-BLI21_MT_008","gyrB-BLI21_MT_009","gyrB-BLI21_MT_010","gyrB-BLI21_MT_011","gyrB-BLI21_MT_012","hgcA-BLI20_MT_001","hgcA-BLI20_MT_002","hgcA-BLI20_MT_003","hgcA-BLI20_MT_004","hgcA-BLI20_MT_005","hgcA-BLI20_MT_006","hgcA-BLI20_MT_007","hgcA-BLI20_MT_008","hgcA-BLI20_MT_009","hgcA-BLI20_MT_010","hgcA-BLI20_MT_011","hgcA-BLI20_MT_012","hgcA-BLI21_MT_001","hgcA-BLI21_MT_002","hgcA-BLI21_MT_003","hgcA-BLI21_MT_004","hgcA-BLI21_MT_005","hgcA-BLI21_MT_006","hgcA-BLI21_MT_007","hgcA-BLI21_MT_008","hgcA-BLI21_MT_009","hgcA-BLI21_MT_010","hgcA-BLI21_MT_011","hgcA-BLI21_MT_012","total-BLI20_MT_001","total-BLI20_MT_002","total-BLI20_MT_003","total-BLI20_MT_004","total-BLI20_MT_005","total-BLI20_MT_006","total-BLI20_MT_007","total-BLI20_MT_008","total-BLI20_MT_009","total-BLI20_MT_010","total-BLI20_MT_011","total-BLI20_MT_012","total-BLI21_MT_001","total-BLI21_MT_002","total-BLI21_MT_003","total-BLI21_MT_004","total-BLI21_MT_005","total-BLI21_MT_006","total-BLI21_MT_007","total-BLI21_MT_008","total-BLI21_MT_009","total-BLI21_MT_010","total-BLI21_MT_011","total-BLI21_MT_012"
"BLI20_assembly001_dasTool_bin_0011","BLI20_assembly001","BLI20_assembly001_000000000130_22","BLI_hgcA_clstr_0054","BLI_hgcA_HMS_0001",86.04,1.38,33.33,5334435,469,17886,11374,79180,64.2,4138,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__","OB_FERM",0.606001299171136,0.859824133360455,0.183312586725973,0.491894635039479,0.738523031537326,0.258859991252303,0.42246580900266,0.620862165707697,0.697792456714846,0.380258481438606,0.462906182916202,0.257723657837067,0.425872689069703,0.456802945745073,NA,0.469052409517642,0.363483445422697,0.352214163387236,1.40128434493658,1.12409034375787,0.999680603137548,0.723944011121511,0.938747062403274,0.446019046462608,0.0516555972509716,0,0.00945398389186988,0,0,0.0250365055279218,0,0,0,0,0,0,0,0.0337486028515633,NA,0.0583048257020727,0,0,0,0,0,0,0,0,10738.8868841626,10536.8264287613,3556.57439142978,7476.54380989434,10881.2487829223,4561.45331372474,381.803223836495,333.449098581265,670.662679217819,1509.09878220056,1457.90441318357,872.180468270874,3879.599538162,6373.03243076633,NA,3221.05097671426,3117.4894824255,3970.3044239334,1304.91477619583,1317.3335396865,1285.26943589677,1143.80298975211,1300.85448118356,712.240868003928
"BLI20_assembly002_anvio_bin_0005","BLI20_assembly002","BLI20_assembly002_000000001377_12","BLI_hgcA_clstr_0054","BLI_hgcA_HMS_0001",85.78,0.71,0,4433553,273,30237,16240,116918,64.4,3427,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__","OB_FERM",0.605600625279953,0.859169403390258,0.1831516391158,0.491728424066908,0.737277086457359,0.258711067487676,0.421438599076877,0.619441002393686,0.697064690143409,0.37901846320137,0.461733442935368,0.257343503583734,0.425710740497853,0.4567306442446,NA,0.468819474324364,0.363292850218367,0.351907488096133,1.3994541627397,1.12210127331478,0.99736730730087,0.721801433883275,0.935470179736942,0.44456097043911,0.0515448294156725,0,0.00942668452544423,0,0,0.0249904829385638,0,0,0,0,0,0,0,0.0337315907325868,NA,0.0582109230083492,0,0,0,0,0,0,0,0,4856.18505324267,5702.43447888996,1821.72326282595,4328.12674938468,5148.94722076807,2140.09775943691,212.751256439272,229.145709129974,434.596986733573,682.687298629894,731.889183043194,423.789774913827,2020.57888184712,2401.12840317088,NA,2061.59661227893,1427.53951241267,1825.85695820632,1021.09439087472,944.669990192819,935.183846570603,878.031385487002,859.661860608983,515.015726308833
"BLI20_assembly002_dasTool_bin_0004","BLI20_assembly002","BLI20_assembly002_000000009085_5","BLI_hgcA_clstr_0078","BLI_hgcA_HMS_0004",65.45,6.24,7.69,4281027,776,6727,5516,49598,61.3,3627,"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__","RESP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,290.525361608293,356.550989378353,136.807701321715,329.687209379088,330.552091543151,189.105265734378,98.5019416456685,105.009503393531,77.193561908588,107.162222082608,140.484920249521,69.3623152061118,156.535051954148,139.055599564617,NA,202.491299314123,135.527129477518,165.637075187452,114.476167898865,116.746027459876,95.8608283338638,139.061432142787,107.781662454192,78.1104900402648
"BLI20_assembly002_dasTool_bin_0034","BLI20_assembly002","BLI20_assembly002_000000001377_12","BLI_hgcA_clstr_0054","BLI_hgcA_HMS_0001",89.86,1.52,25,5490213,318,29370,17264,116918,64.1,4177,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__","OB_FERM",0.605901772048182,0.859169403390258,0.183080945318278,0.491750878444919,0.737578950907247,0.258579875262783,0.422253970577705,0.618271185917366,0.694654826087907,0.379901145942904,0.462117429527762,0.257653820651478,0.425807123616289,0.456388040020663,NA,0.468625182621279,0.363182596956546,0.351832105354584,1.40383316703084,1.12462262392333,1.00025393426784,0.724567380518327,0.939624778648132,0.4466105996708,0.0516275175022835,0,0.00941475230211465,0,0,0.0249499515797727,0,0,0,0,0,0,0,0.0336513663677244,NA,0.0581333711470557,0,0,0,0,0,0,0,0,5561.23641470937,6731.53263967596,2114.85790410775,5010.87429988662,6172.35579606086,2536.30729159226,256.961544420037,252.838386761919,453.399206355216,907.510830503556,919.141519717868,572.46623654334,2393.17075071753,2980.93602928147,NA,2488.84120163237,1836.08906449107,2241.68081668226,1281.57692863895,1228.57199097633,1207.06171842869,1199.53441800915,1174.26311526258,679.159460147921
"BLI20_coassembly_anvio_bin_0009","BLI20_coassembly","BLI20_coassembly_000000008484_1","BLI_hgcA_clstr_0006","BLI_hgcA_HMS_0002",85.09,3.26,50,3852067,756,5976,5095,30307,71.2,4064,"d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__UBA2241;f__UBA2241;g__UBA2241;s__","RESP",0.549150053275985,0.419883710351902,0.181274131937205,0.388772851848593,0.657743963992795,0.140499857919504,0.79033373929625,0.590870971765209,0.571157905962177,0.439270602791936,0.363746662536518,0.168082188006577,0.36439990025974,0.378219185426232,NA,0.264473915445992,0.302683398886648,0.224300868048562,0.191923438955657,0.246334998197987,0.134894728444539,0.249139995318429,0.336596145317242,0.21769821348687,0,0,0,0,0,0,0,0,0,0,0,0,0.0622299533428774,0,NA,0,0,0,0,0,0,0,0.0567383054414355,0.0750444744841848,658.073306692743,818.449009011315,398.757406882112,875.865012153724,780.562180394138,447.560187739245,195.674750806303,195.399154674773,310.717931014512,404.555741463094,361.935808037414,219.600458001512,278.59181447718,246.320892304791,NA,891.642482819758,556.339508682964,677.117298945257,283.280329969965,314.118713324696,251.192823560117,485.910021292167,517.068035843138,415.602230065125
"BLI20_coassembly_anvio_bin_0020","BLI20_coassembly","BLI20_coassembly_000000071248_5","BLI_hgcA_clstr_0085","BLI_hgcA_HMS_0003",72.28,2.03,66.67,3740996,785,5470,4765,28046,62.9,3314,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__","OB_FERM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0172738195743165,0.101920439516648,0,0.0437664772425828,0,0,0,0,0,0,0.0718129880628961,0,NA,0.100682028021287,0.115995621292304,0.0852251176956323,0,0,0,0.060422600909348,0,0.0431565404578466,725.69224138559,813.528116444458,288.218061393531,872.158692507347,1161.09863492644,400.220557276953,131.395328056819,119.069465569853,291.92537197556,936.244550588554,873.445550308589,404.708075761278,1960.66294566668,2067.56043292119,NA,3152.75289726826,2286.73410006537,2522.79016209668,1286.78138876716,1596.7485344993,1255.24793926388,2145.84232624304,2415.654171354,1376.68102015617
"BLI20_coassembly_anvio_bin_0027","BLI20_coassembly","BLI20_coassembly_000000020699_3","BLI_hgcA_clstr_0078","BLI_hgcA_HMS_0004",92.96,3.29,16.67,4810471,491,13987,9797,64037,60.6,3947,"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__","RESP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,449.582740294581,563.025696022488,224.21678508526,525.668754689373,512.723923373821,281.254480146678,595.124316762139,527.679926117264,524.202896305757,325.042284358301,335.772219384706,135.829125847386,283.634262977026,259.332664957988,NA,297.174405800598,194.582443151369,241.43554864964,220.909894937764,250.8406583727,192.355398614773,244.749557817377,221.839538697855,149.038848287147
"BLI20_coassembly_anvio_bin_0032","BLI20_coassembly","BLI20_coassembly_000000000438_24","BLI_hgcA_clstr_0054","BLI_hgcA_HMS_0001",81.08,0.68,0,4472314,262,31416,17069,103785,64.1,3479,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__","OB_FERM",0.488062683030877,0.722039994684561,0.174393248137424,0.455674889061559,0.660553530558276,0.195683864655161,0.416584382721239,0.560759946155849,0.640469998248818,0.365612857883489,0.344620857200872,0.235414832583026,0.377771681026455,0.400521584808869,NA,0.402565507353246,0.286548595312084,0.28830628394636,1.37830399143571,1.09746702519522,0.948242787282072,0.697028831185122,0.883459405989186,0.444269700989177,0.0513177796869452,0,0.00939592481524863,0,0,0.0248650300047245,0,0,0,0,0,0,0,0.0329222840892305,NA,0.0567798457121806,0,0,0,0,0,0,0,0,4774.73585716734,5928.36026650558,1881.05245430131,4401.00991288144,5165.22092592043,2184.6153494763,236.151825283527,284.133815642104,439.848533520877,695.080273530798,658.598380098123,397.458770597958,2073.30712576303,2347.55592864424,NA,2057.11207294221,1423.24666581214,1740.62148701474,1057.30315891932,1050.89767280535,974.27379311647,882.859053919163,915.808182932689,543.768660809508
"BLI20_coassembly_dasTool_bin_0007","BLI20_coassembly","BLI20_coassembly_000000020699_3","BLI_hgcA_clstr_0078","BLI_hgcA_HMS_0004",78.96,7.26,7.14,4274772,453,14355,9436,64037,60.8,3592,"d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__UBA1315;s__","RESP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,730.197810709209,911.428238474281,442.657181013051,666.270027059354,816.082615337393,454.875276670045,929.478418205857,1005.67011897683,726.722940260772,724.689586028617,768.799943116528,176.359103304586,463.4094741466,552.416431562748,NA,328.630720395703,242.072396217747,288.978479123541,300.802868633576,322.013726911899,244.479784086413,270.087344137589,258.663236578126,231.975735551299
"BLI20_coassembly_dasTool_bin_0013","BLI20_coassembly","BLI20_coassembly_000000071248_5","BLI_hgcA_clstr_0085","BLI_hgcA_HMS_0003",52.95,4.07,27.27,3413358,884,4046,3861,27715,61.1,3239,"d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__","OB_FERM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.0171313589053377,0.101233397524202,0,0.0435942720130591,0,0,0,0,0,0,0.0719022162519945,0,NA,0.10157141190383,0.118712329379406,0.0871709967003289,0,0,0,0.0640090324690236,0,0.0448014365890735,2305.62596619109,2332.41691240425,959.456468572155,2994.72411126429,3827.09858534021,1612.17756172238,2937.70264560935,2252.04735286745,1592.40191207882,2431.78097611423,2266.00734248807,1505.39838079258,2577.61864540198,2839.64135855735,NA,4454.01190464193,3856.13190199595,3996.69284657327,2928.29599055393,2882.3369026651,2931.11369767397,4437.11034177686,4092.36960426083,2368.75749412798
